Wildlife,City,Month,Oxygen level,Temperature,Humidity,Wind speed,Drought,Topography,Intensity,Possibility of fire
1023,"Durban, South Africa",February,High,High,Low,High,Low,High,High,High
254,"Johannesburg, South Africa",March,Low,Low,High,Low,High,Low,Low,Low
158,"Pretoria, South Africa",April,High,High,Low,High,Low,Low,High,High
7854,"Port Elizabeth, South Africa",May,Low,Low,High,Low,High,High,Low,Low
954,"East London, South Africa",June,High,High,Low,High,Low,Low,High,High
562,"Bloemfontein, South Africa",July,Low,Low,High,Low,High,High,Low,Low
Chicago," United States""",September,Low,Low,High,Low,High,Low,Low,Low
541,"Detroit, United States",October,High,High,Low,High,Low,Low,High,High
254,"New York City, United States",November,Low,Low,High,Low,High,High,Low,Low
236,"Boston, United States",December,High,High,Low,High,Low,Low,High,High
541,"London, United Kingdom",January,High,Low,High,Low,High,Low,Low,Low
258,"Manchester, United Kingdom",February,High,High,Low,High,Low,Low,High,High
954,"Birmingham, United Kingdom",March,Low,Low,High,Low,High,Low,Low,Low
356,"Glasgow, United Kingdom",April,High,High,Low,High,Low,High,High,High
852,"Edinburgh, United Kingdom",May,Low,Low,High,Low,High,High,Low,Low
458,"Cardiff, United Kingdom",June,High,High,Low,High,Low,Low,High,High
655,"Belfast, United Kingdom",July,Low,Low,High,Low,High,Low,Low,Low
954,"Dublin, Ireland",August,High,High,Low,High,Low,Low,High,High
215,"Cork, Ireland",September,Low,Low,High,Low,High,Low,Low,Low
541,"Galway, Ireland",October,High,High,Low,High,Low,Low,High,High
258,"Limerick, Ireland",November,Low,Low,High,Low,High,Low,Low,Low
654,"Waterford, Ireland",December,High,High,Low,High,Low,Low,High,High
154,"Sydney, Australia",January,Low,Low,High,Low,High,High,Low,Low
845,"Melbourne, Australia",February,High,High,Low,High,Low,Low,High,High
156,"Brisbane, Australia",March,Low,Low,High,Low,High,Low,Low,Low
546,"Perth, Australia",April,High,High,Low,High,Low,Low,High,High
584,"Adelaide, Australia",May,Low,Low,High,Low,High,Low,Low,Low
658,"Canberra, Australia",June,High,High,Low,High,Low,High,High,High
521,"Darwin, Australia",July,Low,Low,High,Low,High,High,High,High
654,"Hobart, Australia",August,High,High,Low,High,Low,High,High,High
254,"Wellington, New Zealand",September,Low,Low,High,Low,High,Low,Low,Low
845,"Auckland, New Zealand",October,High,High,Low,High,Low,Low,High,High
245,"Christchurch, New Zealand",November,Low,Low,High,Low,High,High,Low,Low
654,"Hamilton, New Zealand",December,High,High,Low,High,Low,Low,High,High
125,"Cape Town, South Africa",January,Low,Low,High,Low,High,Low,Low,Low
1023,"Durban, South Africa",February,High,High,Low,High,Low,High,High,High
254,"Johannesburg, South Africa",March,Low,Low,High,Low,High,Low,Low,Low
158,"Pretoria, South Africa",April,High,High,Low,High,Low,Low,High,High
7854,"Port Elizabeth, South Africa",May,Low,Low,High,Low,High,High,Low,Low
954,"East London, South Africa",June,High,High,Low,High,Low,Low,High,High
562,"Bloemfontein, South Africa",July,Low,Low,High,Low,High,High,Low,Low
512,"Nelspruit, South Africa",August,High,High,Low,High,Low,Low,High,High
100,"Kimberley, South Africa",September,Low,Low,High,Low,High,Low,Low,Low
69,"Pietermaritzburg, South Africa",October,High,High,Low,High,Low,High,High,Low
548,"Polokwane, South Africa",November,Low,Low,High,Low,High,High,Low,Low
621,"Mafikeng, South Africa",December,High,High,Low,High,Low,Low,High,High
522,"Oslo, Norway",January,Low,Low,High,Low,High,High,Low,Low
125,"Stockholm, Sweden",February,High,High,Low,High,Low,Low,High,High
655,"Copenhagen, Denmark",March,Low,Low,High,Low,High,Low,Low,Low
124,"Helsinki, Finland",April,High,High,Low,High,Low,High,High,High
685,"Reykjavik, Iceland",May,Low,Low,High,Low,High,Low,Low,Low
257,"Nuuk, Greenland",June,High,High,Low,High,Low,Low,High,High
596,"Tórshavn, Faroe Islands",July,Low,Low,High,Low,High,High,Low,Low
352,"Longyearbyen, Svalbard and Jan Mayen",August,High,High,Low,High,Low,Low,High,High
652,"Mariehamn, Åland Islands",September,Low,Low,High,Low,High,Low,Low,Low
456,Gibraltar,October,High,High,Low,High,Low,High,High,High
485,"St. Helier, Jersey",November,Low,Low,High,Low,High,Low,Low,Low
658,"St. Peter Port, Guernsey",December,High,High,Low,High,Low,High,High,Low
485,"Buenos Aires, Argentina",January,Low,Low,High,Low,High,Low,Low,Low
695,"Rosario, Argentina",February,High,High,Low,High,Low,Low,High,High
412,"Cordoba, Argentina",March,Low,Low,High,Low,High,Low,Low,Low
587,"Mendoza, Argentina",April,High,High,Low,High,Low,Low,High,High
326,"Salta, Argentina",May,Low,Low,High,Low,High,High,Low,Low
491,"Bogota, Colombia",June,High,High,Low,High,Low,Low,High,High
378,"Medellin, Colombia",July,Low,Low,High,Low,High,Low,Low,Low
215,"Cali, Colombia",August,High,High,Low,High,Low,Low,High,High
569,"Cartagena, Colombia",September,Low,Low,High,Low,High,High,Low,Low
752,"Quito, Ecuador",October,High,High,Low,High,Low,Low,High,High
325,"Guayaquil, Ecuador",November,Low,Low,High,Low,High,Low,Low,Low
495,"Cuenca, Ecuador",December,High,High,Low,High,Low,High,High,High
124,"Lima, Peru",January,High,High,Low,High,Low,High,High,High
235,"Arequipa, Peru",February,Low,Low,High,Low,High,Low,Low,Low
458,"Trujillo, Peru",March,High,High,Low,High,Low,Low,High,High
654,"Chiclayo, Peru",April,Low,Low,High,Low,High,Low,Low,Low
215,"Piura, Peru",May,High,High,Low,High,Low,High,High,High
215,"Cusco, Peru",June,Low,Low,High,Low,High,Low,Low,Low
215,"Iquitos, Peru",July,High,High,Low,High,Low,Low,High,High
215,"Tacna, Peru",August,Low,Low,High,Low,High,High,Low,Low
215,"Lima, Peru",September,High,High,Low,High,Low,High,High,High
215,"Porto Alegre, Brazil",October,Low,Low,High,Low,High,Low,Low,Low
215,"Recife, Brazil",November,High,High,Low,High,Low,Low,High,High
215,"Brasilia, Brazil",December,Low,Low,High,Low,High,Low,Low,Low
112,"Caracas, Venezuela",January,High,High,Low,High,Low,Low,High,High
231,"Maracaibo, Venezuela",February,Low,Low,High,Low,High,High,Low,Low
125,"Valencia, Venezuela",March,High,High,Low,High,Low,Low,High,High
365,"Barquisimeto, Venezuela",April,Low,Low,High,Low,High,Low,Low,Low
210,"Ciudad Guayana, Venezuela",May,High,High,Low,High,Low,High,High,High
451,"Bogota, Colombia",June,Low,Low,High,Low,High,Low,Low,Low
147,"Medellin, Colombia",July,High,High,Low,High,Low,High,High,High
236,"Cali, Colombia",August,Low,Low,High,Low,High,Low,Low,Low
965,"Cartagena, Colombia",September,High,High,Low,High,Low,High,High,High
325,"Quito, Ecuador",October,Low,Low,High,Low,High,Low,Low,Low
236,"Guayaquil, Ecuador",November,High,High,Low,High,Low,High,High,High
458,"Cuenca, Ecuador",December,Low,Low,High,Low,High,Low,Low,Low
365,"Porto, Portugal",January,High,High,Low,High,Low,High,High,High
215,"Seville, Spain",February,Low,Low,High,Low,High,Low,Low,Low
325,"Valencia, Spain",March,High,High,Low,High,Low,Low,High,High
215,"Barcelona, Spain",April,Low,Low,High,Low,High,Low,Low,Low
457,"Madrid, Spain",May,High,High,Low,High,Low,High,High,High
695,"Milan, Italy",June,Low,Low,High,Low,High,Low,Low,Low
215,"Naples, Italy",July,High,High,Low,High,Low,Low,High,High
369,"Florence, Italy",August,Low,Low,High,Low,High,High,Low,Low
478,"Venice, Italy",September,High,High,Low,High,Low,Low,High,High
215,"Rome, Italy",October,Low,Low,High,Low,High,High,Low,Low
215,"Turin, Italy",November,High,High,Low,High,Low,Low,High,High
215,"Bologna, Italy",December,Low,Low,High,Low,High,Low,Low,Low
369,"Munich, Germany",January,Low,Low,High,Low,High,High,Low,Low
478,"Hamburg, Germany",February,High,High,Low,High,Low,Low,High,Low
215,"Cologne, Germany",March,Low,Low,High,Low,High,Low,Low,Low
215,"Frankfurt, Germany",April,High,High,Low,High,Low,Low,High,High
325,"Stuttgart, Germany",May,Low,Low,High,Low,High,High,Low,Low
215,"Dusseldorf, Germany",June,High,High,Low,High,Low,Low,High,High
369,"Bremen, Germany",July,Low,Low,High,Low,High,Low,Low,Low
478,"Leipzig, Germany",August,High,High,Low,High,Low,High,High,High
215,"Dresden, Germany",September,Low,Low,High,High,High,Low,Low,Low
215,"Hannover, Germany",October,High,High,Low,High,Low,Low,High,High
215,"Nuremberg, Germany",November,Low,Low,High,High,High,High,Low,Low
215,"Essen, Germany",December,High,High,Low,High,Low,Low,High,High
365,"Vienna, Austria",January,High,High,Low,High,Low,High,High,High
215,"Graz, Austria",February,Low,Low,High,Low,High,Low,Low,Low
325,"Linz, Austria",March,High,High,Low,High,Low,Low,High,High
215,"Salzburg, Austria",April,Low,Low,High,Low,High,High,Low,Low
215,"Innsbruck, Austria",May,High,High,Low,High,Low,Low,High,High
478,"Klagenfurt, Austria",June,Low,Low,High,Low,High,Low,Low,Low
215,"Villach, Austria",July,High,High,Low,High,Low,High,High,High
215,"Wels, Austria",August,Low,Low,High,Low,High,Low,Low,Low
369,"Sankt Polten, Austria",September,High,High,Low,High,Low,Low,High,High
215,"Dornbirn, Austria",October,Low,Low,High,Low,High,High,Low,Low
215,"Wiener Neustadt, Austria",November,High,High,Low,High,Low,Low,High,High
215,"Steyr, Austria",December,Low,Low,High,Low,High,Low,Low,Low
215,"Bern, Switzerland",January,Low,Low,High,Low,High,Low,Low,Low
325,"Geneva, Switzerland",February,High,High,Low,High,Low,Low,High,High
215,"Zurich, Switzerland",March,Low,Low,High,Low,High,High,Low,Low
215,"Basel, Switzerland",April,High,High,Low,High,Low,Low,High,High
478,"Lausanne, Switzerland",May,Low,Low,High,Low,High,Low,Low,Low
215,"Lucerne, Switzerland",June,High,High,Low,High,Low,High,High,High
369,"St. Gallen, Switzerland",July,Low,Low,High,Low,High,Low,Low,Low
478,"Thun, Switzerland",August,High,High,Low,High,Low,Low,High,High
215,"Winterthur, Switzerland",September,Low,Low,High,Low,High,High,Low,Low
215,"Bielsko-Biala, Poland",October,High,High,Low,High,Low,Low,High,High
215,"Gdansk, Poland",November,Low,Low,High,Low,High,Low,Low,Low
215,"Krakow, Poland",December,High,High,Low,High,Low,Low,High,High
478,"Lodz, Poland",January,Low,Low,High,Low,High,High,Low,Low
215,"Poznan, Poland",February,High,High,Low,High,Low,Low,High,High
215,"Szczecin, Poland",March,Low,Low,High,Low,High,Low,Low,Low
215,"Warsaw, Poland",April,High,High,Low,High,Low,Low,High,High
325,"Wroclaw, Poland",May,Low,Low,High,Low,High,High,Low,Low
215,"Rzeszow, Poland",June,High,High,Low,High,Low,Low,High,High
369,"Bialystok, Poland",July,Low,Low,High,Low,High,Low,Low,Low
478,"Bydgoszcz, Poland",August,High,High,Low,High,Low,Low,High,High
215,"Katowice, Poland",September,Low,Low,High,Low,High,High,Low,Low
215,"Lublin, Poland",October,High,High,Low,High,Low,Low,High,High
215,"Olsztyn, Poland",November,Low,Low,High,Low,High,Low,Low,Low
215,"Torun, Poland",December,High,High,Low,High,Low,High,High,High
325,"Gdansk, Poland",January,Low,Low,High,Low,High,Low,Low,Low
215,"Gdynia, Poland",February,High,High,Low,High,Low,Low,High,Low
215,"Sopot, Poland",March,Low,Low,High,Low,High,High,Low,Low
215,"Krakow, Poland",April,High,High,Low,High,Low,Low,High,High
478,"Warsaw, Poland",May,Low,Low,High,Low,High,Low,Low,Low
215,"Wroclaw, Poland",June,High,High,Low,High,Low,High,High,High
369,"Poznan, Poland",July,Low,Low,High,Low,High,Low,Low,Low
478,"Katowice, Poland",August,High,High,Low,High,Low,Low,High,High
215,"Lodz, Poland",September,Low,Low,High,Low,High,High,Low,Low
215,"Szczecin, Poland",October,High,High,Low,High,Low,Low,High,High
215,"Lublin, Poland",November,Low,Low,High,Low,High,Low,Low,Low
215,"Olsztyn, Poland",December,High,High,Low,High,Low,Low,High,High
215,"Bratislava, Slovakia",January,High,High,Low,High,Low,High,High,High
325,"Kosice, Slovakia",February,Low,Low,High,Low,High,Low,Low,Low
215,"Presov, Slovakia",March,High,High,Low,High,Low,Low,High,High
215,"Nitra, Slovakia",April,Low,Low,High,Low,High,High,Low,Low
478,"Zilina, Slovakia",May,High,High,Low,High,Low,Low,High,High
215,"Banska Bystrica, Slovakia",June,Low,Low,High,Low,High,Low,Low,Low
369,"Trnava, Slovakia",July,High,High,Low,High,Low,High,High,High
478,"Martin, Slovakia",August,Low,Low,High,Low,High,Low,Low,Low
215,"Trencin, Slovakia",September,High,High,Low,High,Low,Low,High,High
215,"Poprad, Slovakia",October,Low,Low,High,Low,High,High,Low,Low
215,"Prievidza, Slovakia",November,High,High,Low,High,Low,Low,High,High
215,"Zvolen, Slovakia",December,Low,Low,High,Low,High,Low,Low,Low
365,"Ljubljana, Slovenia",January,Low,Low,High,Low,High,High,Low,Low
215,"Maribor, Slovenia",February,High,High,Low,High,Low,Low,High,High
325,"Celje, Slovenia",March,Low,Low,High,Low,High,Low,Low,Low
215,"Kranj, Slovenia",April,High,High,Low,High,Low,Low,High,High
478,"Novo Mesto, Slovenia",May,Low,Low,High,Low,High,High,Low,Low
215,"Ptuj, Slovenia",June,High,High,Low,High,Low,Low,High,High
369,"Velenje, Slovenia",July,Low,Low,High,Low,High,Low,Low,Low
478,"Koper, Slovenia",August,High,High,Low,High,Low,Low,High,High
215,"Nova Gorica, Slovenia",September,Low,Low,High,Low,High,High,Low,Low
215,"Domzale, Slovenia",October,High,High,Low,High,Low,Low,High,High
215,"Kamnik, Slovenia",November,Low,Low,High,Low,High,Low,Low,Low
215,"Izola, Slovenia",December,High,High,Low,High,Low,Low,High,High
215,"Cork, Ireland",January,Low,Low,High,Low,High,High,Low,Low
478,"Galway, Ireland",February,High,High,Low,High,Low,Low,High,High
215,"Limerick, Ireland",March,Low,Low,High,Low,High,Low,Low,Low
215,"Waterford, Ireland",April,High,High,Low,High,Low,Low,High,High
325,"Athlone, Ireland",May,Low,Low,High,Low,High,High,Low,Low
215,"Drogheda, Ireland",June,High,High,Low,High,Low,Low,High,High
369,"Dundalk, Ireland",July,Low,Low,High,Low,High,Low,Low,Low
478,"Ennis, Ireland",August,High,High,Low,High,Low,Low,High,High
215,"Sligo, Ireland",September,Low,Low,High,Low,High,High,Low,Low
215,"Tralee, Ireland",October,High,High,Low,High,Low,Low,High,High
215,"Carlow, Ireland",November,Low,Low,High,Low,High,Low,Low,Low
215,"Letterkenny, Ireland",December,High,High,Low,High,Low,High,High,High
365,"Lisbon, Portugal",January,High,High,Low,High,Low,High,High,High
215,"Porto, Portugal",February,Low,Low,High,Low,High,Low,Low,Low
325,"Faro, Portugal",March,High,High,Low,High,Low,Low,High,High
215,"Coimbra, Portugal",April,Low,Low,High,Low,High,Low,Low,Low
478,"Aveiro, Portugal",May,High,High,Low,High,Low,High,High,High
215,"Evora, Portugal",June,Low,Low,High,Low,High,High,Low,Low
369,"Braga, Portugal",July,High,High,Low,High,Low,Low,High,High
478,"Funchal, Portugal",August,Low,Low,High,Low,High,Low,Low,Low
215,"Ponta Delgada, Portugal",September,High,High,Low,High,Low,Low,High,High
215,"Vila Real, Portugal",October,Low,Low,High,Low,High,High,Low,Low
215,"Guarda, Portugal",November,High,High,Low,High,Low,Low,High,High
215,"Beja, Portugal",December,Low,Low,High,Low,High,Low,Low,Low
215,"Linz, Austria",January,Low,Low,High,Low,High,Low,Low,Low
478,"Innsbruck, Austria",February,High,High,Low,High,Low,Low,High,High
215,"Klagenfurt, Austria",March,Low,Low,High,Low,High,High,Low,Low
215,"Graz, Austria",April,High,High,Low,High,Low,Low,High,High
325,"Salzburg, Austria",May,Low,Low,High,Low,High,High,Low,Low
215,"Eisenstadt, Austria",June,High,High,Low,High,Low,Low,High,High
369,"St. Pölten, Austria",July,Low,Low,High,Low,High,Low,Low,Low
478,"Wels, Austria",August,High,High,Low,High,Low,Low,High,High
215,"Villach, Austria",September,Low,Low,High,Low,High,High,Low,Low
215,"Wiener Neustadt, Austria",October,High,High,Low,High,Low,Low,High,High
215,"Krems, Austria",November,Low,Low,High,Low,High,Low,Low,Low
215,"Leoben, Austria",December,High,High,Low,High,Low,Low,High,High
365,"Brno, Czech Republic",January,High,High,Low,High,Low,Low,High,High
215,"Ostrava, Czech Republic",February,Low,Low,High,Low,High,High,Low,Low
325,"Plzen, Czech Republic",March,High,High,Low,High,Low,Low,High,High
215,"Liberec, Czech Republic",April,Low,Low,High,Low,High,Low,Low,Low
478,"Olomouc, Czech Republic",May,High,High,Low,High,Low,High,High,High
215,"Usti nad Labem, Czech Republic",June,Low,Low,High,Low,High,Low,Low,Low
369,"Hradec Kralove, Czech Republic",July,High,High,Low,High,Low,Low,High,Low
478,"Pardubice, Czech Republic",August,Low,Low,High,Low,High,Low,Low,Low
215,"Zlin, Czech Republic",September,High,High,Low,High,Low,High,High,High
215,"Havirov, Czech Republic",October,Low,Low,High,Low,High,Low,Low,Low
215,"Ceske Budejovice, Czech Republic",November,High,High,Low,High,Low,Low,High,High
215,"Pilsen, Czech Republic",December,Low,Low,High,Low,High,High,Low,Low
215,"Bratislava, Slovakia",January,High,High,Low,High,Low,High,High,High
325,"Kosice, Slovakia",February,Low,Low,High,Low,High,Low,Low,Low
215,"Presov, Slovakia",March,High,High,Low,High,Low,Low,High,High
215,"Nitra, Slovakia",April,Low,Low,High,Low,High,High,Low,Low
478,"Zilina, Slovakia",May,High,High,Low,High,Low,Low,High,High
215,"Banska Bystrica, Slovakia",June,Low,Low,High,Low,High,Low,Low,Low
369,"Trnava, Slovakia",July,High,High,Low,High,Low,High,High,High
478,"Martin, Slovakia",August,Low,Low,High,Low,High,Low,Low,Low
215,"Trencin, Slovakia",September,High,High,Low,High,Low,Low,High,High
215,"Poprad, Slovakia",October,Low,Low,High,Low,High,High,Low,Low
215,"Prievidza, Slovakia",November,High,High,Low,High,Low,Low,High,High
215,"Zvolen, Slovakia",December,Low,Low,High,Low,High,Low,Low,Low
365,"Ljubljana, Slovenia",January,Low,Low,High,Low,High,High,Low,Low
215,"Maribor, Slovenia",February,High,High,Low,High,Low,Low,High,High
325,"Celje, Slovenia",March,Low,Low,High,Low,High,Low,Low,Low
215,"Kranj, Slovenia",April,High,High,Low,High,Low,Low,High,High
478,"Novo Mesto, Slovenia",May,Low,Low,High,Low,High,High,Low,Low
215,"Ptuj, Slovenia",June,High,High,Low,High,Low,Low,High,High
369,"Velenje, Slovenia",July,Low,Low,High,Low,High,Low,Low,Low
478,"Koper, Slovenia",August,High,High,Low,High,Low,Low,High,High
215,"Nova Gorica, Slovenia",September,Low,Low,High,Low,High,High,Low,Low
215,"Domzale, Slovenia",October,High,High,Low,High,Low,Low,High,High
215,"Kamnik, Slovenia",November,Low,Low,High,Low,High,Low,Low,Low
215,"Izola, Slovenia",December,High,High,Low,High,Low,Low,High,High
365,"Linz, Austria",January,Low,Low,High,Low,High,Low,Low,Low
478,"Innsbruck, Austria",February,High,High,Low,High,Low,Low,High,High
215,"Klagenfurt, Austria",March,Low,Low,High,Low,High,High,Low,Low
215,"Graz, Austria",April,High,High,Low,High,Low,Low,High,High
325,"Salzburg, Austria",May,Low,Low,High,Low,High,High,Low,Low
215,"Eisenstadt, Austria",June,High,High,Low,High,Low,Low,High,High
